73	h5nc	42							
Spell	SpellNumber	SpellName	TimeLimit	Remain	UserID	Bonus	TurnToScene	SpellFlag	Battle
104	1	氷凍「フローズンバタフライ」	28	0	20	1000000	108	0	0
701	2	氷晶「眠り姫の霜」	38	2	20	4000000	702	0	11
702	3	冷気「積乱雲から降る雹」	43	1	20	4000000	703	0	11
703	4	氷凛「氷竜王ニニアン」	47	0	20	4000000	704	0	11
107	5	極寒「マイナス２５３℃」	28	0	20	1000000	200000	10	0
112	6	農穣「刈りの錦秋」	37	1	21	1000000	116	0	0
116	7	果香「南国マンゴ」	40	0	21	1000000	120	0	0
1101	8	妖葉「赤い楓吹雪」	38	2	21	6000000	1102	0	15
1102	9	金色「麦の穂を揺らす風」	43	1	21	6000000	1103	0	15
1103	10	播種「時節を狂わす神たち」	47	0	21	6000000	1104	0	15
115	11	甘実「ポイズンフェイバー」	37	0	21	1000000	200000	10	0
105	12	鼓動「カラフルキーボード」	28	0	22	1000000	109	0	1
801	13	賢明「一挙両得」	38	1	22	4500000	802	0	12
802	14	英符「パーカッション狂奏」	43	0	22	4500000	803	0	12
131	15	騒霊「プリズムリバー大合奏」	43	0	22	1000000	200000	10	1
106	16	夜光「冬越しのホタル」	28	0	23	1000000	110	0	2
901	17	幼虫「帰巣性」	38	1	23	5000000	902	0	13
902	18	蠢符「ホルモン大量発生」	43	0	23	5000000	903	0	13
163	19	羽化「蛹から成虫へ」	43	0	23	1000000	200000	10	2
114	20	闇歌「神経痛イントロ」	37	1	24	1000000	118	0	2
118	21	童謡「子惑わし唄」	40	0	24	1000000	122	0	2
904	22	神秘「ミスティカルウェーヴ」	50	2	24	5000000	905	0	13
905	23	聖頌「夜盲ハレルヤ」	52	1	24	5000000	906	0	13
906	24	謳歌「シンクロボイス」	53	0	24	5000000	907	0	13
171	25	離調「声域外狂叫」	43	0	24	1000000	200000	10	2
113	26	魔音「不均等三連音符」	37	0	25	1000000	117	0	1
804	27	曲折「高める拍子」	50	2	25	4500000	805	0	12
805	28	振符「超振動」	52	1	25	4500000	806	0	12
806	29	譜歌「マジカルノート」	53	0	25	4500000	807	0	12
139	30	騒霊「プリズムリバー大合奏」	43	0	25	1000000	200000	10	1
126	31	三日月「歴史における第一ページ」	43	1	26	1000000	130	0	2
130	32	旧史「天地開闢の祖」	43	0	26	1000000	100202	0	2
908	33	現史「栄枯盛衰の輪廻」	53	2	26	5000000	909	0	13
909	34	昔咎「グレーヒストリー」	53	1	26	5000000	910	0	13
910	35	隠史「鎮圧された蜂起」	53	0	26	5000000	911	0	13
179	36	消符「ロストヒストリー」	43	0	26	1000000	200000	10	2
121	37	鬱音「ホームシック」	42	0	27	1000000	125	0	1
808	38	孤影「雨上がりの坂道」	53	2	27	4500000	809	0	12
809	39	思念「レイラ、我が愛しい妹」	53	1	27	4500000	810	0	12
810	40	独奏「バイオリン·ザ·プリンセス」	53	0	27	4500000	811	0	12
147	41	騒霊「プリズムリバー大合奏」	43	0	27	1000000	200000	10	1
124	42	厄神「不幸の螺旋」	43	1	28	1000000	128	0	0
128	43	妖慧「耳よりの呪」	43	0	28	1000000	100200	0	0
1105	44	厄憑「イビルドレン」	52	2	28	6000000	1106	0	15
1106	45	鮟鱇「ライティングインダークネス」	53	1	28	6000000	1107	0	15
1107	46	免符「痛いの痛いの飛んでいけ」	53	0	28	6000000	1108	0	15
123	47	反転「不幸パワー大解放」	42	0	28	1000000	200000	10	0
204	48	月兎「狡兎三窟」	32	1	29	1500000	208	0	3
208	49	幸運「幸せを運ぶウサギ」	37	0	29	1500000	212	0	3
1001	50	跳符「無間断ジャンプ」	38	2	29	5500000	1002	0	14
1002	51	素兎「雪、赤実、青葉」	43	1	29	5500000	1003	0	14
1003	52	護符「ピチューンに注意」	47	0	29	5500000	1004	0	14
207	53	幸福「ルナティックラッキー」	32	0	29	1500000	200000	10	3
216	54	水気「ホワイトフォグ」	44	2	30	1500000	220	0	3
220	55	水石「アクアマリーン」	46	1	30	1500000	224	0	3
224	56	水紋「拡散と交錯」	47	0	30	1500000	228	0	3
1114	57	澄川「緩い河流」	53	3	30	6000000	1115	0	15
1115	58	臆病「怖がり屋さん」	53	2	30	6000000	1116	0	15
1116	59	陽草「エノコログサ」	53	1	30	6000000	1117	0	15
1117	60	水符「天水の滝」	53	0	30	6000000	1118	0	15
